ID,Sales Person,Geo,Product,Date,Amount,Customers,Boxes
3117,Oby Sorrel,India,50% Dark Bites,12/16/2021,"$6,636 ",19,443
3118,Gunar Cockshoot,New Zealand,Raspberry Choco,12/16/2021,"$7,427 ",164,437
3119,Kelci Walkden,Australia,Baker's Choco Chips,12/16/2021,"$2,863 ",90,205
3120,Marney O'Breen,India,Organic Choco Syrup,12/16/2021,"$3,206 ",60,104
3121,Jehu Rudeforth,UK,Organic Choco Syrup,12/16/2021,$84 ,101,4
3122,Marney O'Breen,Australia,Eclairs,12/17/2021,"$5,131 ",278,257
3123,Dotty Strutley,UK,Spicy Special Slims,12/17/2021,"$12,068 ",206,549
3124,Mallorie Waber,Canada,Choco Coated Almonds,12/17/2021,"$5,824 ",325,364
3125,Kelci Walkden,Australia,Choco Coated Almonds,12/17/2021,"$3,283 ",455,219
3126,Ches Bonnell,India,Smooth Sliky Salty,12/17/2021,"$2,030 ",409,120
3127,Dotty Strutley,USA,70% Dark Bites,12/17/2021,"$7,294 ",276,730
3128,Van Tuxwell,Canada,70% Dark Bites,12/17/2021,$966 ,81,69
3129,Wilone O'Kielt,New Zealand,99% Dark & Pure,12/17/2021,"$9,303 ",35,490
3130,Madelene Upcott,New Zealand,Smooth Sliky Salty,12/17/2021,"$5,936 ",212,330
3131,Jan Morforth,USA,50% Dark Bites,12/17/2021,"$6,839 ",318,622
3132,Van Tuxwell,India,Peanut Butter Cubes,12/17/2021,"$14,980 ",519,652
3133,Andria Kimpton,New Zealand,Milk Bars,12/17/2021,"$4,277 ",97,159
3134,Kaine Padly,USA,Manuka Honey Choco,12/17/2021,"$2,415 ",472,76
3135,Oby Sorrel,Canada,Raspberry Choco,12/17/2021,"$5,194 ",346,289
3136,Van Tuxwell,Australia,White Choc,12/17/2021,"$7,007 ",58,637
3137,Camilla Castle,UK,Caramel Stuffed Bars,12/17/2021,"$6,545 ",232,262
3138,Gigi Bohling,India,Manuka Honey Choco,12/17/2021,$917 ,159,28
3139,Mallorie Waber,India,Smooth Sliky Salty,12/17/2021,$644 ,202,33
3140,Jehu Rudeforth,India,Smooth Sliky Salty,12/17/2021,"$5,719 ",278,286
3141,Rafaelita Blaksland,UK,50% Dark Bites,12/17/2021,"$6,748 ",418,750
3142,Ches Bonnell,India,Peanut Butter Cubes,12/20/2021,$896 ,205,50
3143,Van Tuxwell,Canada,White Choc,12/20/2021,"$2,639 ",266,156
3144,Wilone O'Kielt,UK,Baker's Choco Chips,12/20/2021,$364 ,65,23
3145,Dotty Strutley,UK,Mint Chip Choco,12/20/2021,"$1,428 ",12,96
3146,Wilone O'Kielt,UK,Mint Chip Choco,12/20/2021,"$4,466 ",83,249
3147,Rafaelita Blaksland,USA,After Nines,12/20/2021,"$1,442 ",155,52
3148,Van Tuxwell,New Zealand,Choco Coated Almonds,12/20/2021,"$5,355 ",425,255
3149,Van Tuxwell,USA,50% Dark Bites,12/20/2021,"$3,815 ",583,477
3150,Rafaelita Blaksland,UK,Orange Choco,12/20/2021,"$12,614 ",242,901
3151,Wilone O'Kielt,India,Eclairs,12/20/2021,$623 ,296,30
3152,Gigi Bohling,India,Milk Bars,12/20/2021,"$4,466 ",8,179
3153,Marney O'Breen,India,Choco Coated Almonds,12/20/2021,"$7,049 ",476,336
3154,Van Tuxwell,UK,Choco Coated Almonds,12/20/2021,"$11,221 ",461,661
3155,Gigi Bohling,New Zealand,Fruit & Nut Bars,12/20/2021,"$10,521 ",231,585
3156,Ches Bonnell,New Zealand,70% Dark Bites,12/20/2021,"$14,007 ",187,1078
3157,Jehu Rudeforth,India,85% Dark Bars,12/20/2021,"$10,507 ",117,657
3158,Barr Faughny,UK,Peanut Butter Cubes,12/20/2021,"$6,874 ",50,362
3159,Dennison Crosswaite,UK,Eclairs,12/20/2021,"$9,184 ",83,707
3160,Rafaelita Blaksland,Canada,Drinking Coco,12/20/2021,"$10,542 ",205,440
3161,Brien Boise,Canada,Milk Bars,12/20/2021,"$5,292 ",200,183
3162,Husein Augar,Canada,Manuka Honey Choco,12/20/2021,"$11,193 ",397,386
3163,Kelci Walkden,New Zealand,70% Dark Bites,12/20/2021,$686 ,108,46
3164,Dennison Crosswaite,Australia,85% Dark Bars,12/20/2021,"$14,343 ",285,755
3165,Roddy Speechley,India,Almond Choco,12/20/2021,"$17,388 ",142,870
3166,Rafaelita Blaksland,Canada,Organic Choco Syrup,12/21/2021,"$3,094 ",197,104
3167,Mallorie Waber,India,85% Dark Bars,12/21/2021,"$3,787 ",414,165
3168,Andria Kimpton,New Zealand,50% Dark Bites,12/21/2021,"$3,752 ",285,417
3169,Wilone O'Kielt,India,Organic Choco Syrup,12/21/2021,"$1,197 ",229,40
3170,Kaine Padly,New Zealand,Peanut Butter Cubes,12/21/2021,"$7,364 ",12,410
3171,Van Tuxwell,India,Drinking Coco,12/21/2021,"$1,841 ",13,84
3172,Oby Sorrel,India,Spicy Special Slims,12/21/2021,"$3,836 ",61,148
3173,Ches Bonnell,Canada,Raspberry Choco,12/21/2021,"$3,871 ",231,204
3174,Madelene Upcott,Australia,Drinking Coco,12/21/2021,"$1,218 ",93,46
3175,Jan Morforth,Canada,50% Dark Bites,12/21/2021,"$7,168 ",133,512
3176,Oby Sorrel,Canada,Choco Coated Almonds,12/21/2021,"$1,015 ",89,64
3177,Husein Augar,USA,Orange Choco,12/21/2021,"$2,604 ",409,261
3178,Jehu Rudeforth,USA,Fruit & Nut Bars,12/21/2021,"$2,177 ",24,146
3179,Marney O'Breen,India,After Nines,12/21/2021,"$7,364 ",103,307
3180,Husein Augar,New Zealand,Orange Choco,12/21/2021,"$2,058 ",257,258
3181,Andria Kimpton,New Zealand,Baker's Choco Chips,12/21/2021,"$16,891 ",134,1127
3182,Kaine Padly,New Zealand,Choco Coated Almonds,12/21/2021,"$15,533 ",71,1110
3183,Oby Sorrel,Canada,Caramel Stuffed Bars,12/21/2021,"$15,694 ",65,714
3184,Wilone O'Kielt,Australia,Almond Choco,12/21/2021,"$5,509 ",16,276
3185,Kaine Padly,UK,Choco Coated Almonds,12/21/2021,"$6,174 ",209,386
3186,Dotty Strutley,USA,Orange Choco,12/21/2021,"$1,295 ",80,162
3187,Oby Sorrel,New Zealand,Fruit & Nut Bars,12/21/2021,"$2,366 ",11,182
3188,Marney O'Breen,India,Fruit & Nut Bars,12/21/2021,$532 ,84,45
3189,Husein Augar,India,Mint Chip Choco,12/21/2021,$735 ,231,53
3190,Jan Morforth,UK,After Nines,12/22/2021,"$4,102 ",145,158
3191,Gigi Bohling,UK,Manuka Honey Choco,12/22/2021,"$4,634 ",248,160
3192,Van Tuxwell,USA,Eclairs,12/22/2021,$980 ,201,76
3193,Brien Boise,New Zealand,50% Dark Bites,12/22/2021,"$3,472 ",112,386
3194,Kelci Walkden,India,White Choc,12/22/2021,"$15,673 ",141,1425
3195,Gigi Bohling,UK,White Choc,12/22/2021,"$9,177 ",28,706
3196,Marney O'Breen,USA,Milk Bars,12/22/2021,"$1,113 ",56,36
3197,Ches Bonnell,USA,Eclairs,12/22/2021,"$2,506 ",143,140
3198,Husein Augar,Canada,Mint Chip Choco,12/22/2021,$658 ,255,35
3199,Camilla Castle,Australia,After Nines,12/22/2021,"$4,487 ",162,167
3200,Dennison Crosswaite,UK,Manuka Honey Choco,12/22/2021,"$5,866 ",33,184
3201,Rafaelita Blaksland,New Zealand,Caramel Stuffed Bars,12/22/2021,"$14,959 ",142,680
3202,Roddy Speechley,UK,50% Dark Bites,12/22/2021,"$6,356 ",233,454
3203,Kelci Walkden,New Zealand,Caramel Stuffed Bars,12/22/2021,$308 ,80,11
3204,Dotty Strutley,Australia,Mint Chip Choco,12/22/2021,"$7,259 ",345,519
3205,Camilla Castle,India,Drinking Coco,12/22/2021,"$2,954 ",595,114
3206,Jehu Rudeforth,Australia,85% Dark Bars,12/23/2021,$490 ,217,22
3207,Marney O'Breen,New Zealand,Baker's Choco Chips,12/23/2021,"$9,898 ",79,1100
3208,Curtice Advani,Australia,Milk Bars,12/23/2021,"$19,789 ",35,683
3209,Ches Bonnell,Canada,Orange Choco,12/23/2021,"$2,793 ",285,399
3210,Van Tuxwell,Canada,Baker's Choco Chips,12/23/2021,"$16,443 ",117,1645
3211,Beverie Moffet,Australia,Eclairs,12/23/2021,"$5,012 ",146,295
3212,Karlen McCaffrey,Australia,Milk Bars,12/23/2021,$861 ,22,31
3213,Madelene Upcott,New Zealand,50% Dark Bites,12/23/2021,"$6,370 ",17,531
3214,Jan Morforth,Australia,Orange Choco,12/23/2021,"$4,333 ",127,723
3215,Marney O'Breen,India,Peanut Butter Cubes,12/23/2021,"$2,653 ",22,103
3216,Mallorie Waber,USA,Manuka Honey Choco,12/23/2021,"$1,981 ",28,80
3217,Husein Augar,UK,Orange Choco,12/23/2021,$525 ,3,41
3218,Oby Sorrel,New Zealand,99% Dark & Pure,12/23/2021,$315 ,166,14
3219,Wilone O'Kielt,Australia,Orange Choco,12/23/2021,$889 ,31,127
3220,Oby Sorrel,Canada,70% Dark Bites,12/23/2021,"$2,954 ",444,269
3221,Jehu Rudeforth,Canada,Baker's Choco Chips,12/23/2021,"$7,497 ",122,536
3222,Madelene Upcott,UK,Peanut Butter Cubes,12/23/2021,"$4,753 ",197,199
3223,Kelci Walkden,USA,Caramel Stuffed Bars,12/23/2021,"$7,490 ",70,268
3224,Ches Bonnell,New Zealand,50% Dark Bites,12/23/2021,"$5,355 ",7,536
3225,Gigi Bohling,Australia,Organic Choco Syrup,12/23/2021,"$5,642 ",6,189
3226,Husein Augar,USA,99% Dark & Pure,12/23/2021,"$3,885 ",308,243
3227,Gigi Bohling,India,Orange Choco,12/23/2021,$161 ,73,27
3228,Barr Faughny,UK,Fruit & Nut Bars,12/23/2021,$896 ,33,60
3229,Husein Augar,UK,Baker's Choco Chips,12/24/2021,$938 ,50,86
3230,Marney O'Breen,New Zealand,Almond Choco,12/24/2021,"$11,235 ",113,489
3231,Kelci Walkden,New Zealand,Fruit & Nut Bars,12/24/2021,"$3,066 ",125,192
3232,Jan Morforth,New Zealand,Spicy Special Slims,12/24/2021,"$1,610 ",29,68
3233,Dotty Strutley,UK,99% Dark & Pure,12/24/2021,"$2,450 ",152,107
3234,Rafaelita Blaksland,USA,White Choc,12/24/2021,"$5,271 ",178,406
3235,Andria Kimpton,India,Eclairs,12/24/2021,"$3,262 ",282,233
3236,Rafaelita Blaksland,UK,Manuka Honey Choco,12/24/2021,"$3,647 ",327,114
3237,Madelene Upcott,Canada,Almond Choco,12/24/2021,$875 ,40,55
3238,Oby Sorrel,India,Milk Bars,12/24/2021,"$5,271 ",166,189
3239,Camilla Castle,India,Smooth Sliky Salty,12/24/2021,$693 ,289,37
3240,Camilla Castle,Canada,Baker's Choco Chips,12/24/2021,"$2,667 ",231,178
3241,Karlen McCaffrey,Canada,Peanut Butter Cubes,12/24/2021,"$1,449 ",303,61
3242,Husein Augar,Australia,Peanut Butter Cubes,12/24/2021,$644 ,420,27
3243,Ches Bonnell,New Zealand,Almond Choco,12/24/2021,"$11,788 ",195,786
3244,Karlen McCaffrey,Canada,70% Dark Bites,12/24/2021,$385 ,199,33
3245,Dotty Strutley,Canada,Fruit & Nut Bars,12/24/2021,$238 ,2,14
3246,Camilla Castle,India,Raspberry Choco,12/24/2021,$189 ,123,9
3247,Barr Faughny,Australia,Choco Coated Almonds,12/24/2021,"$5,642 ",7,314
3248,Jehu Rudeforth,Canada,85% Dark Bars,12/24/2021,"$11,858 ",61,659
3249,Jehu Rudeforth,Australia,Spicy Special Slims,12/24/2021,"$3,584 ",333,171
3250,Brien Boise,USA,White Choc,12/24/2021,"$3,808 ",132,347
3251,Jan Morforth,India,70% Dark Bites,12/24/2021,"$2,611 ",175,238
3252,Roddy Speechley,India,Peanut Butter Cubes,12/24/2021,"$3,045 ",217,127
3253,Jehu Rudeforth,India,White Choc,12/24/2021,"$5,369 ",122,448
3254,Mallorie Waber,India,50% Dark Bites,12/24/2021,"$10,353 ",76,1036
3255,Roddy Speechley,Australia,Milk Bars,12/24/2021,"$4,613 ",211,171
3256,Camilla Castle,UK,85% Dark Bars,12/24/2021,"$3,311 ",113,166
3257,Van Tuxwell,New Zealand,Raspberry Choco,12/24/2021,"$9,212 ",19,658
3258,Beverie Moffet,Australia,Orange Choco,12/24/2021,$49 ,306,4
3259,Jehu Rudeforth,India,Spicy Special Slims,12/24/2021,"$4,844 ",40,202
3260,Mallorie Waber,USA,Raspberry Choco,12/24/2021,"$2,513 ",23,120
3261,Gigi Bohling,USA,Mint Chip Choco,12/24/2021,"$16,653 ",13,1041
3262,Kelci Walkden,Australia,Eclairs,12/24/2021,$0 ,285,0
3263,Van Tuxwell,Australia,85% Dark Bars,12/24/2021,"$3,052 ",64,161
3264,Dotty Strutley,India,Baker's Choco Chips,12/27/2021,"$5,600 ",106,350
3265,Andria Kimpton,India,Drinking Coco,12/27/2021,"$10,906 ",7,364
3266,Madelene Upcott,India,Almond Choco,12/27/2021,"$7,658 ",480,365
3267,Gunar Cockshoot,Canada,Mint Chip Choco,12/27/2021,"$1,232 ",449,59
3268,Mallorie Waber,Australia,70% Dark Bites,12/27/2021,"$1,470 ",213,164
3269,Brien Boise,New Zealand,Peanut Butter Cubes,12/28/2021,"$3,150 ",99,126
3270,Gunar Cockshoot,UK,Choco Coated Almonds,12/28/2021,"$11,718 ",74,533
3271,Roddy Speechley,New Zealand,Smooth Sliky Salty,12/28/2021,"$8,575 ",77,477
3272,Kaine Padly,India,Fruit & Nut Bars,12/28/2021,"$5,950 ",29,458
3273,Jehu Rudeforth,Australia,White Choc,12/28/2021,$245 ,179,25
3274,Camilla Castle,Australia,Milk Bars,12/28/2021,"$14,189 ",92,568
3275,Barr Faughny,New Zealand,White Choc,12/28/2021,"$6,566 ",35,657
3276,Roddy Speechley,New Zealand,85% Dark Bars,12/28/2021,"$6,286 ",9,300
3277,Oby Sorrel,New Zealand,Drinking Coco,12/28/2021,"$10,836 ",188,417
3278,Barr Faughny,Canada,Choco Coated Almonds,12/28/2021,$616 ,220,44
3279,Camilla Castle,Australia,Organic Choco Syrup,12/28/2021,"$3,528 ",134,147
3280,Mallorie Waber,UK,Drinking Coco,12/28/2021,"$3,584 ",209,163
3281,Dotty Strutley,India,85% Dark Bars,12/28/2021,"$2,149 ",224,98
3282,Beverie Moffet,India,Choco Coated Almonds,12/28/2021,"$14,476 ",123,658
3283,Dennison Crosswaite,India,Choco Coated Almonds,12/28/2021,"$11,760 ",118,840
3284,Wilone O'Kielt,UK,85% Dark Bars,12/28/2021,"$3,339 ",257,167
3285,Mallorie Waber,New Zealand,Mint Chip Choco,12/28/2021,"$6,510 ",29,326
3286,Rafaelita Blaksland,Canada,Almond Choco,12/28/2021,"$7,042 ",51,307
3287,Gigi Bohling,UK,Spicy Special Slims,12/28/2021,"$12,768 ",19,456
3288,Van Tuxwell,New Zealand,Almond Choco,12/29/2021,"$4,102 ",79,196
3289,Mallorie Waber,Canada,Almond Choco,12/29/2021,"$12,180 ",169,580
3290,Brien Boise,UK,Mint Chip Choco,12/29/2021,"$9,506 ",318,529
3291,Madelene Upcott,Canada,Milk Bars,12/29/2021,"$1,162 ",232,41
3292,Marney O'Breen,Canada,70% Dark Bites,12/29/2021,$567 ,52,81
3293,Curtice Advani,Australia,70% Dark Bites,12/29/2021,"$8,365 ",217,761
3294,Camilla Castle,UK,Baker's Choco Chips,12/29/2021,"$4,599 ",113,288
3295,Gigi Bohling,Australia,Mint Chip Choco,12/29/2021,"$7,413 ",8,391
3296,Kaine Padly,Canada,70% Dark Bites,12/29/2021,"$6,069 ",453,759
3297,Barr Faughny,India,Orange Choco,12/29/2021,"$5,068 ",225,724
3298,Camilla Castle,Canada,Peanut Butter Cubes,12/29/2021,"$5,474 ",435,219
3299,Dotty Strutley,UK,Baker's Choco Chips,12/30/2021,"$9,954 ",369,830
3300,Marney O'Breen,India,Smooth Sliky Salty,12/31/2021,"$11,592 ",39,682
3301,Barr Faughny,Canada,50% Dark Bites,1/26/2022,"$4,067 ",87,170
3302,Kelci Walkden,Canada,After Nines,1/5/2022,"$14,553 ",152,910
3303,Rafaelita Blaksland,Canada,70% Dark Bites,1/24/2022,"$2,730 ",284,137
3304,Jan Morforth,UK,Smooth Sliky Salty,1/19/2022,"$9,625 ",155,642
3305,Marney O'Breen,Canada,Peanut Butter Cubes,1/28/2022,"$10,255 ",53,733
3306,Kelci Walkden,UK,Baker's Choco Chips,1/5/2022,"$1,323 ",83,67
3307,Wilone O'Kielt,New Zealand,Mint Chip Choco,1/28/2022,"$16,800 ",92,800
3308,Jan Morforth,USA,85% Dark Bars,1/10/2022,"$2,996 ",134,428
3309,Marney O'Breen,India,Almond Choco,1/13/2022,"$9,093 ",10,325
3310,Van Tuxwell,Canada,Peanut Butter Cubes,1/5/2022,"$1,400 ",158,88
3311,Barr Faughny,India,Spicy Special Slims,1/13/2022,"$2,947 ",62,328
3312,Beverie Moffet,Canada,Caramel Stuffed Bars,1/3/2022,"$4,830 ",71,537
3313,Dotty Strutley,New Zealand,After Nines,1/5/2022,"$3,444 ",265,173
3314,Gigi Bohling,India,50% Dark Bites,1/21/2022,"$16,121 ",487,621
3315,Gigi Bohling,Canada,Choco Coated Almonds,1/4/2022,"$2,149 ",192,114
3316,Dennison Crosswaite,Australia,Orange Choco,1/21/2022,"$5,649 ",151,354
3317,Gunar Cockshoot,New Zealand,Orange Choco,1/28/2022,"$2,842 ",72,203
3318,Kelci Walkden,India,Milk Bars,1/18/2022,"$2,296 ",302,144
3319,Mallorie Waber,USA,Peanut Butter Cubes,1/11/2022,"$12,481 ",177,1041
3320,Roddy Speechley,Australia,Baker's Choco Chips,1/3/2022,"$8,701 ",360,363
3321,Van Tuxwell,USA,Smooth Sliky Salty,1/4/2022,"$1,337 ",513,103
3322,Marney O'Breen,Canada,Caramel Stuffed Bars,1/7/2022,"$1,470 ",424,123
3323,Andria Kimpton,USA,Baker's Choco Chips,1/28/2022,"$9,373 ",25,427
3324,Dotty Strutley,New Zealand,Orange Choco,1/7/2022,"$2,877 ",100,206
3325,Brien Boise,Australia,Drinking Coco,1/20/2022,"$8,113 ",73,1353
3326,Roddy Speechley,UK,Caramel Stuffed Bars,1/3/2022,"$12,145 ",55,1013
3327,Roddy Speechley,India,Caramel Stuffed Bars,1/7/2022,"$14,665 ",299,1467
3328,Gigi Bohling,UK,Drinking Coco,1/26/2022,"$8,421 ",42,1404
3329,Brien Boise,UK,Manuka Honey Choco,1/14/2022,"$6,307 ",110,574
3330,Karlen McCaffrey,Australia,Raspberry Choco,1/3/2022,"$13,048 ",154,653
3331,Ches Bonnell,UK,85% Dark Bars,1/18/2022,"$10,192 ",228,1274
3332,Oby Sorrel,USA,Manuka Honey Choco,1/19/2022,"$3,857 ",42,322
3333,Rafaelita Blaksland,New Zealand,Orange Choco,1/24/2022,"$3,997 ",119,236
3334,Dennison Crosswaite,India,Mint Chip Choco,1/5/2022,"$1,183 ",202,54
3335,Roddy Speechley,New Zealand,Caramel Stuffed Bars,1/10/2022,"$9,849 ",71,1095
3336,Karlen McCaffrey,UK,After Nines,1/14/2022,"$7,756 ",232,409
3337,Dotty Strutley,India,Orange Choco,1/21/2022,"$2,058 ",147,147
3338,Karlen McCaffrey,New Zealand,Manuka Honey Choco,1/7/2022,"$8,477 ",156,707
3339,Karlen McCaffrey,New Zealand,Orange Choco,1/19/2022,"$3,647 ",266,215
3340,Roddy Speechley,New Zealand,Peanut Butter Cubes,1/18/2022,"$5,985 ",194,461
3341,Jehu Rudeforth,Canada,Fruit & Nut Bars,1/25/2022,"$8,218 ",117,822
3342,Kelci Walkden,New Zealand,Orange Choco,1/13/2022,"$4,494 ",131,265
3343,Dotty Strutley,Australia,Spicy Special Slims,1/25/2022,"$4,900 ",167,700
3344,Mallorie Waber,New Zealand,White Choc,1/7/2022,"$11,949 ",175,1328
3345,Jehu Rudeforth,Australia,99% Dark & Pure,1/11/2022,"$13,139 ",371,939
3346,Madelene Upcott,New Zealand,White Choc,1/6/2022,"$8,288 ",133,1382
3347,Oby Sorrel,UK,Milk Bars,1/14/2022,"$2,765 ",127,185
3348,Gigi Bohling,New Zealand,Smooth Sliky Salty,1/19/2022,"$3,794 ",288,271
3349,Andria Kimpton,Canada,50% Dark Bites,1/5/2022,$714 ,46,30
3350,Dennison Crosswaite,Australia,Baker's Choco Chips,1/10/2022,"$9,779 ",83,426
3351,Jehu Rudeforth,India,Milk Bars,1/7/2022,"$6,237 ",220,446
3352,Beverie Moffet,USA,Fruit & Nut Bars,1/28/2022,"$6,573 ",480,598
3353,Oby Sorrel,USA,White Choc,1/6/2022,"$14,777 ",110,2463
3354,Madelene Upcott,USA,Choco Coated Almonds,1/14/2022,$609 ,429,36
3355,Husein Augar,UK,Baker's Choco Chips,1/7/2022,"$2,660 ",123,133
3356,Jan Morforth,India,50% Dark Bites,1/26/2022,"$5,208 ",126,193
3357,Camilla Castle,New Zealand,85% Dark Bars,1/24/2022,$231 ,332,33
3358,Curtice Advani,USA,Smooth Sliky Salty,1/21/2022,"$12,341 ",127,1029
3359,Jan Morforth,UK,Organic Choco Syrup,1/11/2022,"$1,799 ",37,164
3360,Rafaelita Blaksland,Canada,Eclairs,1/13/2022,"$11,130 ",83,1237
3361,Mallorie Waber,Canada,Milk Bars,1/11/2022,"$2,282 ",37,163
3362,Husein Augar,New Zealand,White Choc,1/20/2022,"$2,611 ",92,373
3363,Jehu Rudeforth,Australia,85% Dark Bars,1/18/2022,$812 ,147,116
3364,Gunar Cockshoot,New Zealand,Choco Coated Almonds,1/19/2022,"$14,196 ",37,676
3365,Marney O'Breen,New Zealand,Baker's Choco Chips,1/11/2022,"$9,163 ",162,382
3366,Jehu Rudeforth,USA,Peanut Butter Cubes,1/7/2022,"$9,219 ",129,615
3367,Andria Kimpton,UK,50% Dark Bites,1/10/2022,"$10,374 ",311,385
3368,Dotty Strutley,Canada,50% Dark Bites,1/5/2022,"$15,988 ",72,640
3369,Jehu Rudeforth,New Zealand,99% Dark & Pure,1/10/2022,"$6,363 ",281,490
3370,Van Tuxwell,New Zealand,Fruit & Nut Bars,1/26/2022,"$3,976 ",210,398
3371,Ches Bonnell,Australia,Choco Coated Almonds,1/6/2022,"$5,607 ",136,330
3372,Mallorie Waber,UK,Baker's Choco Chips,1/28/2022,"$3,598 ",75,150
3373,Dotty Strutley,USA,99% Dark & Pure,1/19/2022,"$3,598 ",447,277
3374,Beverie Moffet,UK,85% Dark Bars,1/19/2022,"$1,981 ",70,331
3375,Dennison Crosswaite,UK,Caramel Stuffed Bars,1/12/2022,"$9,933 ",167,1242
3376,Beverie Moffet,Canada,White Choc,1/3/2022,$315 ,12,45
3377,Husein Augar,India,Orange Choco,1/18/2022,"$11,144 ",98,620
3378,Marney O'Breen,UK,Almond Choco,1/24/2022,$497 ,176,20
3379,Wilone O'Kielt,Canada,Manuka Honey Choco,1/6/2022,"$2,471 ",543,177
3380,Dennison Crosswaite,USA,Drinking Coco,1/12/2022,"$13,363 ",96,1485
3381,Marney O'Breen,UK,Drinking Coco,1/7/2022,"$3,402 ",143,567
3382,Barr Faughny,New Zealand,Raspberry Choco,1/7/2022,"$18,011 ",222,858
3383,Camilla Castle,Canada,Milk Bars,1/13/2022,"$6,811 ",153,379
3384,Husein Augar,New Zealand,Drinking Coco,1/10/2022,"$11,438 ",21,1430
3385,Dotty Strutley,UK,50% Dark Bites,1/11/2022,$210 ,110,8
3386,Husein Augar,Canada,Caramel Stuffed Bars,1/24/2022,"$3,066 ",307,307
3387,Andria Kimpton,India,After Nines,1/18/2022,"$3,584 ",85,224
3388,Wilone O'Kielt,USA,Choco Coated Almonds,1/13/2022,"$7,168 ",53,378
3389,Brien Boise,New Zealand,Eclairs,1/10/2022,"$3,276 ",50,298
3390,Barr Faughny,Canada,Spicy Special Slims,1/28/2022,"$5,138 ",203,571
3391,Dennison Crosswaite,Australia,Choco Coated Almonds,1/14/2022,"$3,710 ",120,196
3392,Marney O'Breen,Canada,After Nines,1/18/2022,"$7,588 ",157,447
3393,Van Tuxwell,Canada,Manuka Honey Choco,1/25/2022,"$3,087 ",112,281
3394,Dotty Strutley,India,After Nines,1/5/2022,$0 ,149,0
3395,Jan Morforth,New Zealand,Drinking Coco,1/7/2022,"$4,424 ",1,632
3396,Rafaelita Blaksland,Canada,Organic Choco Syrup,1/17/2022,"$5,152 ",41,397
3397,Kelci Walkden,Canada,Milk Bars,1/19/2022,"$3,409 ",487,244
3398,Van Tuxwell,New Zealand,Almond Choco,1/21/2022,"$10,486 ",60,404
3399,Gigi Bohling,USA,Organic Choco Syrup,1/26/2022,"$9,065 ",192,698
3400,Karlen McCaffrey,UK,Eclairs,1/21/2022,"$11,417 ",26,952
3401,Brien Boise,New Zealand,Peanut Butter Cubes,1/11/2022,"$6,020 ",329,430
3402,Dotty Strutley,India,Eclairs,1/12/2022,"$10,045 ",7,773
3403,Van Tuxwell,New Zealand,Eclairs,1/6/2022,"$3,731 ",85,415
3404,Beverie Moffet,Australia,85% Dark Bars,1/7/2022,"$6,853 ",107,1143
3405,Dennison Crosswaite,Australia,Smooth Sliky Salty,1/10/2022,$994 ,93,67
3406,Husein Augar,New Zealand,Mint Chip Choco,1/13/2022,"$1,148 ",159,46
3407,Marney O'Breen,Australia,Milk Bars,1/18/2022,"$11,564 ",13,771
3408,Beverie Moffet,New Zealand,Choco Coated Almonds,1/21/2022,"$10,444 ",64,581
3409,Ches Bonnell,India,Peanut Butter Cubes,1/21/2022,"$16,072 ",342,1005
3410,Jehu Rudeforth,UK,99% Dark & Pure,1/24/2022,"$6,363 ",104,425
3411,Husein Augar,Canada,Organic Choco Syrup,1/14/2022,"$11,137 ",187,796
3412,Jehu Rudeforth,UK,After Nines,1/6/2022,$826 ,186,52
3413,Rafaelita Blaksland,India,Organic Choco Syrup,1/26/2022,"$6,517 ",74,435
3414,Brien Boise,Canada,Smooth Sliky Salty,1/6/2022,"$1,715 ",178,132
3415,Beverie Moffet,New Zealand,Fruit & Nut Bars,1/24/2022,"$3,213 ",245,357
3416,Beverie Moffet,UK,Raspberry Choco,1/21/2022,"$9,366 ",74,521
3417,Wilone O'Kielt,Canada,Organic Choco Syrup,1/3/2022,"$13,202 ",233,881
3418,Beverie Moffet,UK,Organic Choco Syrup,1/25/2022,"$3,724 ",293,249
3419,Ches Bonnell,UK,70% Dark Bites,1/25/2022,"$5,159 ",41,246
3420,Ches Bonnell,USA,85% Dark Bars,1/19/2022,"$8,064 ",96,1613
3421,Roddy Speechley,Canada,Smooth Sliky Salty,1/7/2022,"$3,773 ",317,270
3422,Camilla Castle,UK,Raspberry Choco,1/21/2022,$861 ,105,44
3423,Madelene Upcott,Canada,Spicy Special Slims,1/18/2022,"$7,245 ",7,906
3424,Wilone O'Kielt,UK,Choco Coated Almonds,1/24/2022,"$12,971 ",309,649
3425,Wilone O'Kielt,India,Smooth Sliky Salty,1/24/2022,"$5,544 ",163,396
3426,Dennison Crosswaite,USA,Almond Choco,1/25/2022,"$5,026 ",84,194
3427,Brien Boise,New Zealand,Baker's Choco Chips,1/14/2022,"$3,955 ",99,180
3428,Karlen McCaffrey,India,Milk Bars,1/18/2022,"$8,260 ",101,486
3429,Madelene Upcott,Australia,Choco Coated Almonds,1/7/2022,"$9,905 ",175,472
3430,Mallorie Waber,Canada,Almond Choco,1/19/2022,"$3,206 ",102,119
3431,Van Tuxwell,Australia,Baker's Choco Chips,1/11/2022,"$2,142 ",88,98
3432,Dennison Crosswaite,Canada,White Choc,1/28/2022,"$1,547 ",27,258
3433,Ches Bonnell,India,Eclairs,1/26/2022,"$5,306 ",59,409
3434,Barr Faughny,Canada,Almond Choco,1/7/2022,"$4,284 ",182,179
